Fecha,Gas87,Gas91,Diesel
19/02/19,19.49,20.31,21.68
20/02/19,19.62,20.41,21.78
21/02/19,19.64,20.41,21.81
22/02/19,19.67,20.42,21.82
23/02/19,19.73,20.46,21.81
24/02/19,19.74,20.46,21.81
25/02/19,19.75,20.47,21.81
26/02/19,19.77,20.47,21.78
27/02/19,19.73,20.43,21.74
28/02/19,19.69,20.39,21.71
01/03/19,19.75,20.43,21.74
02/03/19,19.8,20.48,21.75
03/03/19,19.81,20.48,21.75
04/03/19,19.81,20.49,21.75
05/03/19,19.82,20.49,21.73
06/03/19,19.83,20.49,21.72
07/03/19,19.83,20.54,21.71
08/03/19,19.85,20.68,21.72
09/03/19,19.87,20.83,21.72
10/03/19,19.87,20.87,21.72
11/03/19,19.88,20.9,21.72
12/03/19,19.88,20.96,21.67
13/03/19,19.83,20.93,21.58
14/03/19,19.8,20.91,21.55
15/03/19,19.79,20.92,21.53
16/03/19,19.75,20.94,21.49
17/03/19,19.74,20.94,21.48
18/03/19,19.74,20.94,21.48
19/03/19,19.73,20.95,21.45
20/03/19,19.7,20.95,21.41
21/03/19,19.67,20.97,21.37
22/03/19,19.66,20.97,21.34
23/03/19,19.64,20.98,21.35
24/03/19,19.63,20.98,21.36
25/03/19,19.62,20.99,21.35
26/03/19,19.62,21,21.34
27/03/19,19.62,21,21.33
28/03/19,19.61,21.01,21.32
29/03/19,19.61,21.01,21.32
30/03/19,19.6,21,21.33
31/03/19,19.6,20.99,21.34
01/04/19,19.6,20.99,21.34
02/04/19,19.59,20.98,21.35
03/04/19,19.59,20.95,21.36
04/04/19,19.58,20.92,21.36
05/04/19,19.58,20.91,21.36
06/04/19,19.57,20.91,21.36
07/04/19,19.56,20.91,21.36
08/04/19,19.56,20.9,21.36
09/04/19,19.55,20.91,21.35
10/04/19,19.54,20.92,21.35
11/04/19,19.53,20.93,21.35
12/04/19,19.53,20.95,21.35
13/04/19,19.52,20.96,21.34
14/04/19,19.51,20.95,21.34
15/04/19,19.51,20.95,21.34
16/04/19,19.51,20.95,21.33
17/04/19,19.5,20.95,21.32
18/04/19,19.5,20.95,21.32
19/04/19,19.49,20.94,21.32
20/04/19,19.49,20.94,21.32
21/04/19,19.49,20.94,21.32
22/04/19,19.49,20.94,21.31
23/04/19,19.49,20.94,21.31
24/04/19,19.49,20.94,21.31
25/04/19,19.48,20.95,21.31
26/04/19,19.48,20.95,21.32
27/04/19,19.48,20.95,21.31
28/04/19,19.48,20.95,21.31
29/04/19,19.48,20.95,21.31
30/04/19,19.47,20.96,21.31
01/05/19,19.47,20.95,21.31
02/05/19,19.47,20.96,21.31
03/05/19,19.46,20.96,21.31
04/05/19,19.46,20.96,21.3
05/05/19,19.46,20.96,21.3
06/05/19,19.45,20.96,21.3
07/05/19,19.45,20.96,21.29
08/05/19,19.46,20.96,21.27
09/05/19,19.46,20.96,21.26
10/05/19,19.45,20.96,21.25
11/05/19,19.46,20.96,21.25
12/05/19,19.45,20.96,21.25
13/05/19,19.43,20.96,21.25
14/05/19,19.43,20.94,21.24
15/05/19,19.43,20.94,21.24
16/05/19,19.44,20.94,21.23
17/05/19,19.44,20.94,21.22
18/05/19,19.44,20.94,21.23
19/05/19,19.43,20.94,21.22
20/05/19,19.43,20.94,21.23
21/05/19,19.44,20.94,21.24
22/05/19,19.44,20.95,21.25
23/05/19,19.44,20.95,21.25
24/05/19,19.44,20.94,21.26
25/05/19,19.43,20.94,21.24
26/05/19,19.43,20.94,21.24
27/05/19,19.43,20.93,21.23
28/05/19,19.42,20.93,21.2
29/05/19,19.42,20.93,21.18
30/05/19,19.43,20.93,21.15
31/05/19,19.42,20.93,21.12
01/06/19,19.42,20.92,21.11
02/06/19,19.42,20.93,21.11
03/06/19,19.43,20.94,21.1
04/06/19,19.42,20.94,21.09
05/06/19,19.41,20.94,21.06
06/06/19,19.36,20.94,21.03
07/06/19,19.32,20.95,21
08/06/19,19.33,20.95,21.02
09/06/19,19.34,20.95,21.03
10/06/19,19.34,20.95,21.03
11/06/19,19.33,20.95,21.03
12/06/19,19.29,20.95,21.01
13/06/19,19.27,20.96,20.98
14/06/19,19.24,20.95,20.96
15/06/19,19.23,20.95,20.96
16/06/19,19.25,20.95,20.98
17/06/19,19.26,20.95,20.99
18/06/19,19.28,20.95,21
19/06/19,19.28,20.96,21
20/06/19,19.27,20.96,21
21/06/19,19.27,20.96,20.99
22/06/19,19.28,20.96,21.02
23/06/19,19.29,20.96,21.02
24/06/19,19.3,20.96,21.03
25/06/19,19.33,20.96,21.06
26/06/19,19.35,20.96,21.1
27/06/19,19.38,20.96,21.12
28/06/19,19.39,20.97,21.13
29/06/19,19.4,20.96,21.14
30/06/19,19.4,20.96,21.14
01/07/19,19.4,20.96,21.15
02/07/19,19.4,20.96,21.15
03/07/19,19.4,20.96,21.15
04/07/19,19.41,20.96,21.16
05/07/19,19.4,20.96,21.16
06/07/19,19.4,20.96,21.16
07/07/19,19.41,20.96,21.16
08/07/19,19.41,20.96,21.16
09/07/19,19.41,20.96,21.16
10/07/19,19.4,20.96,21.15
11/07/19,19.4,20.96,21.11
12/07/19,19.41,20.97,21.09
13/07/19,19.41,20.98,21.1
14/07/19,19.41,21,21.11
15/07/19,19.41,21,21.11
16/07/19,19.41,21,21.13
17/07/19,19.41,21,21.15
18/07/19,19.41,20.98,21.15
19/07/19,19.41,20.97,21.15
20/07/19,19.41,20.97,21.15
21/07/19,19.41,20.97,21.15
22/07/19,19.4,20.96,21.14
23/07/19,19.4,20.96,21.13
24/07/19,19.4,20.95,21.11
25/07/19,19.38,20.94,21.09
26/07/19,19.39,20.95,21.08
27/07/19,19.38,20.96,21.08
28/07/19,19.39,20.96,21.08
29/07/19,19.39,20.96,21.07
30/07/19,19.36,20.96,21.09
31/07/19,19.32,20.96,21.09
01/08/19,19.3,20.96,21.11
02/08/19,19.3,20.96,21.12
03/08/19,19.32,20.95,21.12
04/08/19,19.32,20.95,21.12
05/08/19,19.34,20.95,21.12
06/08/19,19.35,20.95,21.12
07/08/19,19.35,20.95,21.11
08/08/19,19.34,20.95,21.1
09/08/19,19.33,20.96,21.09
10/08/19,19.31,20.95,21.08
11/08/19,19.31,20.95,21.08
12/08/19,19.3,20.95,21.07
13/08/19,19.27,20.95,21.05
14/08/19,19.23,20.95,21.04
15/08/19,19.2,20.95,21.03
16/08/19,19.18,20.94,21.02
17/08/19,19.2,20.95,21.04
18/08/19,19.21,20.94,21.05
19/08/19,19.22,20.94,21.06
20/08/19,19.23,20.93,21.08
21/08/19,19.23,20.94,21.09
22/08/19,19.24,20.93,21.11
23/08/19,19.25,20.93,21.12
24/08/19,19.27,20.93,21.13
25/08/19,19.28,20.92,21.13
26/08/19,19.29,20.91,21.13
27/08/19,19.3,20.94,21.14
28/08/19,19.32,20.94,21.15
29/08/19,19.33,20.94,21.15
30/08/19,19.35,20.95,21.15
31/08/19,19.35,20.95,21.15
01/09/19,19.35,20.95,21.15
02/09/19,19.35,20.96,21.15
03/09/19,19.36,20.96,21.15
04/09/19,19.37,20.95,21.16
05/09/19,19.37,20.96,21.16
06/09/19,19.38,20.96,21.16
07/09/19,19.39,20.96,21.16
08/09/19,19.39,20.96,21.16
09/09/19,19.39,20.96,21.16
10/09/19,19.39,20.94,21.17
11/09/19,19.39,20.95,21.17
12/09/19,19.39,20.95,21.17
13/09/19,19.38,20.94,21.16
14/09/19,19.38,20.94,21.16
15/09/19,19.38,20.95,21.16
16/09/19,19.37,20.94,21.15
17/09/19,19.36,20.94,21.15
18/09/19,19.35,20.94,21.14
19/09/19,19.35,20.93,21.13
20/09/19,19.35,20.93,21.13
21/09/19,19.35,20.93,21.12
22/09/19,19.35,20.92,21.12
23/09/19,19.35,20.91,21.12
24/09/19,19.36,20.92,21.13
25/09/19,19.37,20.93,21.15
26/09/19,19.37,20.93,21.16
27/09/19,19.37,20.94,21.16
28/09/19,19.37,20.95,21.16
29/09/19,19.37,20.97,21.16
30/09/19,19.37,20.97,21.16
01/10/19,19.37,20.96,21.16
02/10/19,19.36,20.96,21.14
03/10/19,19.34,20.95,21.13
04/10/19,19.32,20.95,21.11
05/10/19,19.32,20.95,21.11
06/10/19,19.33,20.95,21.11
07/10/19,19.33,20.94,21.1
08/10/19,19.31,20.94,21.09
09/10/19,19.29,20.93,21.08
10/10/19,19.28,20.91,21.07
11/10/19,19.27,20.91,21.06
12/10/19,19.28,20.89,21.07
13/10/19,19.28,20.9,21.08
14/10/19,19.29,20.9,21.08
15/10/19,19.31,20.91,21.09
16/10/19,19.33,20.91,21.09
17/10/19,19.33,20.91,21.09
18/10/19,19.33,20.91,21.08
19/10/19,19.33,20.9,21.08
20/10/19,19.33,20.9,21.08
21/10/19,19.33,20.9,21.08
22/10/19,19.34,20.89,21.07
23/10/19,19.37,20.88,21.07
24/10/19,19.37,20.87,21.06
25/10/19,19.37,20.86,21.05
26/10/19,19.36,20.84,21.06
27/10/19,19.36,20.84,21.06
28/10/19,19.35,20.82,21.06
29/10/19,19.34,20.79,21.07
30/10/19,19.33,20.78,21.07
31/10/19,19.32,20.77,21.06
01/11/19,19.3,20.75,21.06
02/11/19,19.3,20.74,21.06
03/11/19,19.3,20.73,21.06
04/11/19,19.3,20.72,21.06
05/11/19,19.31,20.73,21.05
06/11/19,19.31,20.73,21.04
07/11/19,19.32,20.73,21.03
08/11/19,19.32,20.73,21.03
09/11/19,19.32,20.73,21.03
10/11/19,19.31,20.72,21.03
11/11/19,19.31,20.72,21.03
12/11/19,19.31,20.72,21.04
13/11/19,19.31,20.72,21.05
14/11/19,19.29,20.71,21.05
15/11/19,19.29,20.7,21.05
16/11/19,19.29,20.7,21.05
17/11/19,19.29,20.7,21.05
18/11/19,19.29,20.7,21.05
19/11/19,19.29,20.71,21.06
20/11/19,19.29,20.71,21.06
21/11/19,19.29,20.7,21.07
22/11/19,19.29,20.7,21.07
23/11/19,19.3,20.7,21.08
24/11/19,19.3,20.7,21.08
25/11/19,19.32,20.71,21.09
26/11/19,19.35,20.75,21.11
27/11/19,19.38,20.78,21.12
28/11/19,19.42,20.8,21.15
29/11/19,19.46,20.83,21.17
30/11/19,19.47,20.84,21.18
01/12/19,19.47,20.84,21.19
02/12/19,19.46,20.84,21.19
03/12/19,19.46,20.85,21.21
04/12/19,19.47,20.85,21.21
05/12/19,19.47,20.85,21.21
06/12/19,19.47,20.84,21.22
07/12/19,19.45,20.83,21.22
08/12/19,19.45,20.82,21.21
09/12/19,19.45,20.82,21.21
10/12/19,19.43,20.79,21.2
11/12/19,19.41,20.78,21.19
12/12/19,19.4,20.75,21.19
13/12/19,19.39,20.73,21.18
14/12/19,19.39,20.72,21.18
15/12/19,19.39,20.72,21.19
16/12/19,19.39,20.72,21.19
17/12/19,19.4,20.72,21.19
18/12/19,19.4,20.71,21.18
19/12/19,19.4,20.71,21.19
20/12/19,19.4,20.7,21.19
21/12/19,19.41,20.71,21.19
22/12/19,19.41,20.71,21.19
23/12/19,19.41,20.71,21.19
24/12/19,19.43,20.73,21.21
25/12/19,19.45,20.75,21.23
26/12/19,19.47,20.77,21.24
27/12/19,19.5,20.79,21.27
28/12/19,19.51,20.82,21.28
29/12/19,19.51,20.82,21.28
30/12/19,19.51,20.82,21.28
31/12/19,19.52,20.86,21.29
01/01/20,19.52,20.87,21.29
02/01/20,19.53,20.87,21.29
03/01/20,19.53,20.87,21.3
04/01/20,19.54,20.87,21.29
05/01/20,19.54,20.86,21.29
06/01/20,19.54,20.86,21.29
07/01/20,19.53,20.87,21.29
08/01/20,19.53,20.87,21.29
09/01/20,19.52,20.87,21.28
10/01/20,19.51,20.87,21.27
11/01/20,19.5,20.87,21.27
12/01/20,19.5,20.87,21.28
13/01/20,19.51,20.88,21.27
14/01/20,19.51,20.87,21.27
15/01/20,19.5,20.86,21.25
16/01/20,19.49,20.86,21.24
17/01/20,19.47,20.84,21.22
18/01/20,19.49,20.83,21.26
19/01/20,19.5,20.83,21.28
20/01/20,19.51,20.83,21.29
21/01/20,19.53,20.82,21.31
22/01/20,19.53,20.82,21.3
23/01/20,19.53,20.81,21.3
24/01/20,19.53,20.8,21.29
25/01/20,19.54,20.79,21.29
26/01/20,19.54,20.78,21.29
27/01/20,19.54,20.76,21.29
28/01/20,19.54,20.75,21.29
29/01/20,19.53,20.73,21.27
30/01/20,19.51,20.7,21.25
31/01/20,19.48,20.66,21.24
01/02/20,19.45,20.63,21.19
02/02/20,19.44,20.61,21.18
03/02/20,19.43,20.6,21.17
04/02/20,19.42,20.58,21.15
05/02/20,19.39,20.55,21.12
06/02/20,19.34,20.48,21.05
07/02/20,19.29,20.42,21.02
08/02/20,19.29,20.42,21.02
09/02/20,19.28,20.42,21.02
10/02/20,19.28,20.4,21.01
11/02/20,19.29,20.41,21
12/02/20,19.29,20.41,20.99
13/02/20,19.29,20.4,20.97
14/02/20,19.31,20.43,20.98
15/02/20,19.35,20.44,20.98
16/02/20,19.35,20.44,20.99
17/02/20,19.36,20.45,20.99
18/02/20,19.36,20.45,20.98
19/02/20,19.37,20.45,20.98
20/02/20,19.4,20.47,20.98
21/02/20,19.47,20.52,20.99
22/02/20,19.51,20.58,21
23/02/20,19.52,20.59,21
24/02/20,19.54,20.61,21
25/02/20,19.55,20.63,21.01
26/02/20,19.56,20.63,21
27/02/20,19.57,20.61,20.98
28/02/20,19.54,20.56,20.94
29/02/20,19.5,20.51,20.9
01/03/20,19.49,20.5,20.89
02/03/20,19.48,20.49,20.88
03/03/20,19.45,20.46,20.87
04/03/20,19.44,20.45,20.87
05/03/20,19.43,20.44,20.87
06/03/20,19.43,20.43,20.86
07/03/20,19.43,20.44,20.85
08/03/20,19.43,20.43,20.84
09/03/20,19.42,20.42,20.84
10/03/20,19.37,20.37,20.8
11/03/20,19.21,20.23,20.68
12/03/20,19.05,20.1,20.58
13/03/20,18.87,20,20.5
14/03/20,18.59,19.78,20.4
15/03/20,18.52,19.72,20.36
16/03/20,18.45,19.66,20.33
17/03/20,18.29,19.55,20.25
18/03/20,18.05,19.31,20.11
19/03/20,17.72,19.02,19.96
20/03/20,17.24,18.58,19.76
21/03/20,16.95,18.33,19.65
22/03/20,16.88,18.27,19.61
23/03/20,16.75,18.15,19.56
24/03/20,16.45,17.86,19.52
25/03/20,16.07,17.49,19.46
26/03/20,15.81,17.26,19.45
27/03/20,15.66,17.13,19.44
28/03/20,15.48,16.96,19.37
29/03/20,15.44,16.93,19.36
30/03/20,15.34,16.85,19.32
31/03/20,15.24,16.74,19.28
01/04/20,15.22,16.72,19.27
02/04/20,15.15,16.66,19.25
03/04/20,15.09,16.59,19.2
04/04/20,15.11,16.59,19.2
05/04/20,15.12,16.59,19.2
06/04/20,15.13,16.58,19.2
07/04/20,15.18,16.61,19.25
08/04/20,15.19,16.6,19.26
09/04/20,15.15,16.56,19.23
10/04/20,15.14,16.54,19.21
11/04/20,15.14,16.54,19.21
12/04/20,15.14,16.53,19.2
13/04/20,15.13,16.52,19.19
14/04/20,15.12,16.5,19.18
15/04/20,15.13,16.48,19.16
16/04/20,15.14,16.48,19.11
17/04/20,15.15,16.47,19.08
18/04/20,15.15,16.44,19.06
19/04/20,15.15,16.43,19.05
20/04/20,15.14,16.42,19.04
21/04/20,15.13,16.4,19.03
22/04/20,15.11,16.37,18.98
23/04/20,15.03,16.28,18.86
24/04/20,15.01,16.25,18.77
25/04/20,15,16.23,18.73
26/04/20,15,16.22,18.71
27/04/20,14.99,16.21,18.68
28/04/20,14.98,16.2,18.59
29/04/20,14.97,16.17,18.47
30/04/20,14.97,16.16,18.4
01/05/20,15.01,16.18,18.38
02/05/20,15.06,16.21,18.39
03/05/20,15.06,16.21,18.38
04/05/20,15.08,16.22,18.37
05/05/20,15.14,16.25,18.37
06/05/20,15.33,16.39,18.39
07/05/20,15.6,16.59,18.45
08/05/20,15.77,16.7,18.46
09/05/20,15.95,16.83,18.45
10/05/20,15.99,16.86,18.46
11/05/20,16.06,16.9,18.46
12/05/20,16.19,17,18.49
13/05/20,16.27,17.05,18.5
14/05/20,16.3,17.07,18.49
15/05/20,16.3,17.07,18.48
16/05/20,16.38,17.13,18.52
17/05/20,16.39,17.15,18.52
18/05/20,16.42,17.17,18.53
19/05/20,16.53,17.25,18.58
20/05/20,16.68,17.38,18.68
21/05/20,16.81,17.48,18.73
22/05/20,16.89,17.54,18.74
23/05/20,16.92,17.57,18.75
24/05/20,16.93,17.57,18.76
25/05/20,16.95,17.58,18.76
26/05/20,16.97,17.59,18.76
27/05/20,16.98,17.6,18.76
28/05/20,16.98,17.6,18.76
29/05/20,16.98,17.59,18.75
30/05/20,16.97,17.59,18.73
31/05/20,16.97,17.59,18.73
01/06/20,16.98,17.59,18.73
02/06/20,17.01,17.62,18.74
03/06/20,17.04,17.63,18.74
04/06/20,17.08,17.67,18.77
05/06/20,17.11,17.68,18.77
06/06/20,17.15,17.71,18.78
07/06/20,17.16,17.72,18.78
08/06/20,17.19,17.75,18.78
09/06/20,17.31,17.85,18.87
10/06/20,17.39,17.91,18.92
11/06/20,17.46,17.97,18.97
12/06/20,17.52,18.02,19.03
13/06/20,17.52,18.03,19.03
14/06/20,17.53,18.03,19.03
15/06/20,17.54,18.04,19.04
16/06/20,17.56,18.05,19.05
17/06/20,17.63,18.11,19.1
18/06/20,17.72,18.19,19.17
19/06/20,17.79,18.26,19.23
20/06/20,17.92,18.4,19.33
21/06/20,17.96,18.44,19.35
22/06/20,18.01,18.49,19.39
23/06/20,18.11,18.59,19.45
24/06/20,18.2,18.66,19.5
25/06/20,18.27,18.72,19.53
26/06/20,18.28,18.73,19.54
27/06/20,18.29,18.74,19.54
28/06/20,18.29,18.74,19.54
29/06/20,18.3,18.74,19.54
30/06/20,18.3,18.75,19.54
01/07/20,18.35,18.8,19.56
02/07/20,18.4,18.85,19.58
03/07/20,18.43,18.88,19.6
04/07/20,18.46,18.92,19.62
05/07/20,18.47,18.93,19.62
06/07/20,18.49,18.95,19.63
07/07/20,18.52,18.99,19.64
08/07/20,18.53,19,19.66
09/07/20,18.57,19.04,19.68
10/07/20,18.63,19.1,19.7
11/07/20,18.65,19.12,19.71
12/07/20,18.65,19.12,19.72
13/07/20,18.65,19.13,19.72
14/07/20,18.67,19.15,19.73
15/07/20,18.68,19.16,19.73
16/07/20,18.67,19.15,19.73
17/07/20,18.67,19.15,19.73
18/07/20,18.66,19.14,19.72
19/07/20,18.66,19.14,19.72
20/07/20,18.65,19.13,19.7
21/07/20,18.64,19.12,19.7
22/07/20,18.64,19.12,19.71
23/07/20,18.65,19.14,19.74
24/07/20,18.66,19.15,19.74
25/07/20,18.66,19.15,19.74
26/07/20,18.66,19.15,19.74
27/07/20,18.66,19.15,19.74
28/07/20,18.66,19.15,19.74
29/07/20,18.65,19.15,19.74
30/07/20,18.64,19.13,19.73
31/07/20,18.61,19.1,19.72
01/08/20,18.59,19.08,19.71
02/08/20,18.59,19.08,19.71
03/08/20,18.58,19.07,19.7
04/08/20,18.57,19.05,19.7
05/08/20,18.58,19.07,19.71
06/08/20,18.59,19.07,19.73
07/08/20,18.59,19.07,19.73
08/08/20,18.58,19.06,19.72
09/08/20,18.57,19.04,19.71
10/08/20,18.56,19.03,19.71
11/08/20,18.55,19.03,19.7
12/08/20,18.55,19.02,19.7
13/08/20,18.53,19.02,19.7
14/08/20,18.54,19.02,19.71
15/08/20,18.53,19.02,19.7
16/08/20,18.53,19.02,19.7
17/08/20,18.53,19.01,19.7
18/08/20,18.53,19.02,19.7
19/08/20,18.55,19.03,19.7
20/08/20,18.57,19.05,19.7
21/08/20,18.58,19.07,19.69
22/08/20,18.58,19.07,19.68
23/08/20,18.58,19.08,19.68
24/08/20,18.59,19.08,19.67
25/08/20,18.59,19.09,19.66
26/08/20,18.68,19.19,19.69
27/08/20,18.75,19.25,19.72
28/08/20,18.78,19.27,19.72
29/08/20,18.76,19.25,19.71
30/08/20,18.76,19.25,19.71
31/08/20,18.76,19.25,19.71
