Entidad,Year,Month,Gas87,Gas91,Diesel,Longitud,Latitud
Durango,2018,3,18.02,19.43,18.94,-104.6532,24.0277
Durango,2018,4,18.11,19.5,19.04,-104.6532,24.0277
Durango,2018,5,18.28,19.66,19.19,-104.6532,24.0277
Durango,2018,6,18.49,19.84,19.41,-104.6532,24.0277
Durango,2018,7,18.81,20.18,19.8,-104.6532,24.0277
Durango,2018,8,19.29,20.66,20.32,-104.6532,24.0277
Durango,2018,9,19.58,20.93,20.61,-104.6532,24.0277
Durango,2018,10,19.78,21.18,20.87,-104.6532,24.0277
Durango,2018,11,19.72,21.13,21.05,-104.6532,24.0277
Durango,2018,12,19.44,20.85,20.91,-104.6532,24.0277
Durango,2019,1,19.25,20.44,20.89,-104.6532,24.0277
Durango,2019,2,19.59,20.27,21.67,-104.6532,24.0277
Durango,2019,3,20.1,21.01,21.75,-104.6532,24.0277
Durango,2019,4,19.87,21.09,21.47,-104.6532,24.0277
Durango,2019,5,19.75,21.08,21.37,-104.6532,24.0277
Durango,2019,6,19.68,21.05,21.19,-104.6532,24.0277
Durango,2019,7,19.78,21.08,21.33,-104.6532,24.0277
Durango,2019,8,19.75,21.13,21.36,-104.6532,24.0277
Durango,2019,9,19.91,21.12,21.46,-104.6532,24.0277
Durango,2019,10,19.86,21.15,21.41,-104.6532,24.0277
Durango,2019,11,19.9,21.04,21.47,-104.6532,24.0277
Durango,2019,12,20.04,21.02,21.66,-104.6532,24.0277
Durango,2020,1,20.2,21.1,21.83,-104.6532,24.0277
Durango,2020,2,20.06,20.78,21.53,-104.6532,24.0277
Durango,2020,3,18.68,19.42,20.62,-104.6532,24.0277
Durango,2020,4,15.92,16.76,19.47,-104.6532,24.0277
Durango,2020,5,16.84,17.35,18.93,-104.6532,24.0277
Durango,2020,6,18.22,18.49,19.5,-104.6532,24.0277
Durango,2020,7,19.08,19.3,20.06,-104.6532,24.0277
Durango,2020,8,19.07,19.27,20.04,-104.6532,24.0277
Guanajuato,2017,1,16.1,17.87,17.17,-101.2574,21.019
Guanajuato,2017,2,16.07,17.85,17.15,-101.2574,21.019
Guanajuato,2017,3,16,17.77,17.04,-101.2574,21.019
Guanajuato,2017,4,16.03,17.75,16.97,-101.2574,21.019
Guanajuato,2017,5,15.93,17.68,16.85,-101.2574,21.019
Guanajuato,2017,6,15.84,17.55,16.67,-101.2574,21.019
Guanajuato,2017,7,15.75,17.45,16.55,-101.2574,21.019
Guanajuato,2017,8,15.82,17.53,16.6,-101.2574,21.019
Guanajuato,2017,9,16.05,17.78,16.85,-101.2574,21.019
Guanajuato,2017,10,16.17,17.87,17.04,-101.2574,21.019
Guanajuato,2017,11,16.26,17.97,17.17,-101.2574,21.019
Guanajuato,2017,12,16.39,18.09,17.33,-101.2574,21.019
Guanajuato,2018,1,17.02,18.66,17.91,-101.2574,21.019
Guanajuato,2018,2,17.73,19.24,18.65,-101.2574,21.019
Guanajuato,2018,3,17.98,19.41,18.91,-101.2574,21.019
Guanajuato,2018,4,18.07,19.49,18.99,-101.2574,21.019
Guanajuato,2018,5,18.21,19.61,19.11,-101.2574,21.019
Guanajuato,2018,6,18.42,19.81,19.32,-101.2574,21.019
Guanajuato,2018,7,18.83,20.24,19.73,-101.2574,21.019
Guanajuato,2018,8,19.43,20.86,20.29,-101.2574,21.019
Guanajuato,2018,9,19.7,21.12,20.61,-101.2574,21.019
Guanajuato,2018,10,19.93,21.41,20.94,-101.2574,21.019
Guanajuato,2018,11,19.95,21.48,21.13,-101.2574,21.019
Guanajuato,2018,12,19.68,21.21,21.03,-101.2574,21.019
Guanajuato,2019,1,19.72,21.07,21.13,-101.2574,21.019
Guanajuato,2019,2,20.18,21.2,21.89,-101.2574,21.019
Guanajuato,2019,3,20.54,21.65,21.95,-101.2574,21.019
Guanajuato,2019,4,20.26,21.62,21.71,-101.2574,21.019
Guanajuato,2019,5,20.12,21.54,21.56,-101.2574,21.019
Guanajuato,2019,6,20,21.53,21.3,-101.2574,21.019
Guanajuato,2019,7,20.11,21.63,21.36,-101.2574,21.019
Guanajuato,2019,8,20.05,21.66,21.33,-101.2574,21.019
Guanajuato,2019,9,20.13,21.69,21.43,-101.2574,21.019
Guanajuato,2019,10,20.12,21.69,21.41,-101.2574,21.019
Guanajuato,2019,11,20.16,21.54,21.41,-101.2574,21.019
Guanajuato,2019,12,20.21,21.47,21.54,-101.2574,21.019
Guanajuato,2020,1,20.28,21.53,21.59,-101.2574,21.019
Guanajuato,2020,2,20.19,21.35,21.4,-101.2574,21.019
Guanajuato,2020,3,18.48,19.74,20.52,-101.2574,21.019
Guanajuato,2020,4,15.43,16.76,19.15,-101.2574,21.019
Guanajuato,2020,5,16.48,17.42,18.72,-101.2574,21.019
Guanajuato,2020,6,17.92,18.59,19.2,-101.2574,21.019
Guanajuato,2020,7,19,19.67,19.72,-101.2574,21.019
Guanajuato,2020,8,19.03,19.74,19.72,-101.2574,21.019
Guerrero,2017,1,16.05,17.81,17.14,-99.5451,99.5451
Guerrero,2017,2,16.02,17.79,17.13,-99.5451,99.5451
Guerrero,2017,3,15.98,17.73,17.04,-99.5451,99.5451
Guerrero,2017,4,15.99,17.72,16.97,-99.5451,99.5451
Guerrero,2017,5,15.9,17.64,16.85,-99.5451,99.5451
Guerrero,2017,6,15.79,17.51,16.67,-99.5451,99.5451
Guerrero,2017,7,15.71,17.41,16.55,-99.5451,99.5451
Guerrero,2017,8,15.78,17.49,16.61,-99.5451,99.5451
Guerrero,2017,9,16.01,17.74,16.86,-99.5451,99.5451
Guerrero,2017,10,16.14,17.84,17.05,-99.5451,99.5451
Guerrero,2017,11,16.22,17.93,17.16,-99.5451,99.5451
Guerrero,2017,12,16.36,18.05,17.32,-99.5451,99.5451
Guerrero,2018,1,16.91,18.58,17.87,-99.5451,99.5451
Guerrero,2018,2,17.53,19.08,18.49,-99.5451,99.5451
Guerrero,2018,3,17.76,19.22,18.74,-99.5451,99.5451
Guerrero,2018,4,17.86,19.3,18.85,-99.5451,99.5451
Guerrero,2018,5,18.05,19.45,19.01,-99.5451,99.5451
Guerrero,2018,6,18.3,19.7,19.27,-99.5451,99.5451
Guerrero,2018,7,18.73,20.14,19.7,-99.5451,99.5451
Guerrero,2018,8,19.25,20.68,20.22,-99.5451,99.5451
Guerrero,2018,9,19.47,20.88,20.49,-99.5451,99.5451
Guerrero,2018,10,19.66,21.12,20.81,-99.5451,99.5451
Guerrero,2018,11,19.56,21.01,20.98,-99.5451,99.5451
Guerrero,2018,12,19.23,20.67,20.79,-99.5451,99.5451
Guerrero,2019,1,19.05,20.26,20.83,-99.5451,99.5451
Guerrero,2019,2,19.61,20.31,21.71,-99.5451,99.5451
Guerrero,2019,3,20.08,21.27,21.45,-99.5451,99.5451
Guerrero,2019,4,19.88,21.34,21.38,-99.5451,99.5451
Guerrero,2019,5,19.83,21.34,21.35,-99.5451,99.5451
Guerrero,2019,6,19.64,21.35,21.16,-99.5451,99.5451
Guerrero,2019,7,19.77,21.34,21.32,-99.5451,99.5451
Guerrero,2019,8,19.7,21.37,21.33,-99.5451,99.5451
Guerrero,2019,9,19.9,21.38,21.5,-99.5451,99.5451
Guerrero,2019,10,19.81,21.24,21.44,-99.5451,99.5451
Guerrero,2019,11,19.88,21.03,21.49,-99.5451,99.5451
Guerrero,2019,12,20.03,21.06,21.66,-99.5451,99.5451
Guerrero,2020,1,20.15,21.11,21.74,-99.5451,99.5451
Guerrero,2020,2,20.01,20.62,21.24,-99.5451,99.5451
Guerrero,2020,3,18.33,18.96,20.38,-99.5451,99.5451
Guerrero,2020,4,15.74,16.29,19.54,-99.5451,99.5451
Guerrero,2020,5,17.09,17.38,19.14,-99.5451,99.5451
Guerrero,2020,6,18.49,18.6,19.64,-99.5451,99.5451
Guerrero,2020,7,19.43,19.56,20.23,-99.5451,99.5451
Guerrero,2020,8,19.52,19.67,20.3,-99.5451,99.5451
Hidalgo,2017,1,15.85,17.61,16.97,-98.7624,20.0911
Hidalgo,2017,2,15.94,17.69,17.04,-98.7624,20.0911
Hidalgo,2017,3,15.78,17.53,16.86,-98.7624,20.0911
Hidalgo,2017,4,15.81,17.52,16.79,-98.7624,20.0911
Hidalgo,2017,5,15.71,17.45,16.67,-98.7624,20.0911
Hidalgo,2017,6,15.61,17.31,16.49,-98.7624,20.0911
Hidalgo,2017,7,15.52,17.21,16.36,-98.7624,20.0911
Hidalgo,2017,8,15.59,17.29,16.42,-98.7624,20.0911
Hidalgo,2017,9,15.82,17.53,16.67,-98.7624,20.0911
Hidalgo,2017,10,15.94,17.63,16.86,-98.7624,20.0911
Hidalgo,2017,11,16.03,17.74,16.97,-98.7624,20.0911
Hidalgo,2017,12,16.1,17.8,17.08,-98.7624,20.0911
Hidalgo,2018,1,16.61,18.25,17.57,-98.7624,20.0911
Hidalgo,2018,2,17.21,18.75,18.22,-98.7624,20.0911
Hidalgo,2018,3,17.44,18.86,18.45,-98.7624,20.0911
Hidalgo,2018,4,17.51,18.9,18.52,-98.7624,20.0911
Hidalgo,2018,5,17.67,19.04,18.67,-98.7624,20.0911
Hidalgo,2018,6,17.9,19.27,18.89,-98.7624,20.0911
Hidalgo,2018,7,18.3,19.68,19.26,-98.7624,20.0911
Hidalgo,2018,8,18.85,20.25,19.78,-98.7624,20.0911
Hidalgo,2018,9,19.05,20.44,20.05,-98.7624,20.0911
Hidalgo,2018,10,19.23,20.66,20.36,-98.7624,20.0911
Hidalgo,2018,11,19.16,20.6,20.53,-98.7624,20.0911
Hidalgo,2018,12,18.82,20.23,20.35,-98.7624,20.0911
Hidalgo,2019,1,18.66,19.88,20.4,-98.7624,20.0911
Hidalgo,2019,2,19.16,19.86,21.29,-98.7624,20.0911
Hidalgo,2019,3,19.53,20.47,21.23,-98.7624,20.0911
Hidalgo,2019,4,19.36,20.6,21.05,-98.7624,20.0911
Hidalgo,2019,5,19.28,20.58,20.98,-98.7624,20.0911
Hidalgo,2019,6,19.12,20.56,20.74,-98.7624,20.0911
Hidalgo,2019,7,19.25,20.62,20.83,-98.7624,20.0911
Hidalgo,2019,8,19.03,20.61,20.71,-98.7624,20.0911
Hidalgo,2019,9,19.08,20.59,20.71,-98.7624,20.0911
Hidalgo,2019,10,18.95,20.49,20.59,-98.7624,20.0911
Hidalgo,2019,11,18.96,20.23,20.62,-98.7624,20.0911
Hidalgo,2019,12,19.08,20.23,20.76,-98.7624,20.0911
Hidalgo,2020,1,19.14,20.24,20.83,-98.7624,20.0911
Hidalgo,2020,2,19,19.86,20.4,-98.7624,20.0911
Hidalgo,2020,3,17.13,18.21,19.41,-98.7624,20.0911
Hidalgo,2020,4,14.31,15.5,18.19,-98.7624,20.0911
Hidalgo,2020,5,15.74,16.41,17.66,-98.7624,20.0911
Hidalgo,2020,6,17.27,17.53,18.32,-98.7624,20.0911
Hidalgo,2020,7,18.4,18.65,19.1,-98.7624,20.0911
Hidalgo,2020,8,18.34,18.66,19.16,-98.7624,20.0911
Jalisco,2017,1,16.46,18.3,17.29,-103.3494,20.6595
Jalisco,2017,2,16.44,18.29,17.29,-103.3494,20.6595
Jalisco,2017,3,16.35,18.2,17.16,-103.3494,20.6595
Jalisco,2017,4,16.36,18.18,17.1,-103.3494,20.6595
Jalisco,2017,5,16.24,18.11,16.98,-103.3494,20.6595
Jalisco,2017,6,16.12,17.98,16.8,-103.3494,20.6595
Jalisco,2017,7,16.03,17.88,16.67,-103.3494,20.6595
Jalisco,2017,8,16.09,17.95,16.72,-103.3494,20.6595
Jalisco,2017,9,16.31,18.2,16.97,-103.3494,20.6595
Jalisco,2017,10,16.44,18.3,17.17,-103.3494,20.6595
Jalisco,2017,11,16.52,18.4,17.29,-103.3494,20.6595
Jalisco,2017,12,16.67,18.52,17.44,-103.3494,20.6595
Jalisco,2018,1,17.29,19.02,18.03,-103.3494,20.6595
Jalisco,2018,2,18.08,19.67,18.78,-103.3494,20.6595
Jalisco,2018,3,18.33,19.83,19.04,-103.3494,20.6595
Jalisco,2018,4,18.42,19.89,19.12,-103.3494,20.6595
Jalisco,2018,5,18.65,20.1,19.33,-103.3494,20.6595
Jalisco,2018,6,18.94,20.39,19.62,-103.3494,20.6595
Jalisco,2018,7,19.22,20.65,19.91,-103.3494,20.6595
Jalisco,2018,8,19.63,21,20.34,-103.3494,20.6595
Jalisco,2018,9,19.89,21.24,20.59,-103.3494,20.6595
Jalisco,2018,10,20.14,21.48,20.88,-103.3494,20.6595
Jalisco,2018,11,20.18,21.52,21.04,-103.3494,20.6595
Jalisco,2018,12,19.95,21.28,20.93,-103.3494,20.6595
Jalisco,2019,1,19.89,21.11,20.94,-103.3494,20.6595
Jalisco,2019,2,20.3,21.22,21.8,-103.3494,20.6595
Jalisco,2019,3,20.77,21.64,21.93,-103.3494,20.6595
Jalisco,2019,4,20.66,21.74,21.74,-103.3494,20.6595
Jalisco,2019,5,20.66,21.77,21.66,-103.3494,20.6595
Jalisco,2019,6,20.52,21.75,21.46,-103.3494,20.6595
Jalisco,2019,7,20.53,21.76,21.5,-103.3494,20.6595
Jalisco,2019,8,20.39,21.75,21.42,-103.3494,20.6595
Jalisco,2019,9,20.37,21.75,21.41,-103.3494,20.6595
Jalisco,2019,10,20.35,21.75,21.36,-103.3494,20.6595
Jalisco,2019,11,20.34,21.71,21.32,-103.3494,20.6595
Jalisco,2019,12,20.47,21.76,21.44,-103.3494,20.6595
Jalisco,2020,1,20.58,21.81,21.51,-103.3494,20.6595
Jalisco,2020,2,20.43,21.53,21.31,-103.3494,20.6595
Jalisco,2020,3,19.01,20.13,20.45,-103.3494,20.6595
Jalisco,2020,4,16.02,17.28,19.2,-103.3494,20.6595
Jalisco,2020,5,17.03,17.78,18.7,-103.3494,20.6595
Jalisco,2020,6,18.37,18.85,19.23,-103.3494,20.6595
Jalisco,2020,7,19.39,19.74,19.87,-103.3494,20.6595
Jalisco,2020,8,19.35,19.72,19.92,-103.3494,20.6595
Michoacan,2017,1,16.22,17.99,17.3,-101.7068,19.5665
Michoacan,2017,2,16.23,18.01,17.31,-101.7068,19.5665
Michoacan,2017,3,16.14,17.9,17.18,-101.7068,19.5665
Michoacan,2017,4,16.16,17.89,17.12,-101.7068,19.5665
Michoacan,2017,5,16.07,17.82,17,-101.7068,19.5665
Michoacan,2017,6,15.97,17.69,16.82,-101.7068,19.5665
Michoacan,2017,7,15.89,17.59,16.69,-101.7068,19.5665
Michoacan,2017,8,15.97,17.67,16.75,-101.7068,19.5665
Michoacan,2017,9,16.19,17.91,17,-101.7068,19.5665
Michoacan,2017,10,16.32,18,17.19,-101.7068,19.5665
Michoacan,2017,11,16.4,18.1,17.3,-101.7068,19.5665
Michoacan,2017,12,16.56,18.25,17.49,-101.7068,19.5665
Michoacan,2018,1,17.18,18.84,18.11,-101.7068,19.5665
Michoacan,2018,2,17.89,19.44,18.85,-101.7068,19.5665
Michoacan,2018,3,18.11,19.57,19.1,-101.7068,19.5665
Michoacan,2018,4,18.19,19.63,19.18,-101.7068,19.5665
Michoacan,2018,5,18.36,19.76,19.33,-101.7068,19.5665
Michoacan,2018,6,18.6,19.99,19.57,-101.7068,19.5665
Michoacan,2018,7,19.03,20.43,19.98,-101.7068,19.5665
Michoacan,2018,8,19.56,20.99,20.48,-101.7068,19.5665
Michoacan,2018,9,19.76,21.17,20.73,-101.7068,19.5665
Michoacan,2018,10,19.96,21.42,21.07,-101.7068,19.5665
Michoacan,2018,11,19.91,21.35,21.24,-101.7068,19.5665
Michoacan,2018,12,19.61,21.07,21.07,-101.7068,19.5665
Michoacan,2019,1,19.53,20.8,21.16,-101.7068,19.5665
Michoacan,2019,2,20.3,21.06,22.31,-101.7068,19.5665
Michoacan,2019,3,20.67,21.52,22.22,-101.7068,19.5665
Michoacan,2019,4,20.29,21.55,21.88,-101.7068,19.5665
Michoacan,2019,5,20.06,21.48,21.64,-101.7068,19.5665
Michoacan,2019,6,19.86,21.44,21.36,-101.7068,19.5665
Michoacan,2019,7,19.92,21.49,21.46,-101.7068,19.5665
Michoacan,2019,8,19.89,21.55,21.49,-101.7068,19.5665
Michoacan,2019,9,19.95,21.53,21.56,-101.7068,19.5665
Michoacan,2019,10,19.87,21.33,21.44,-101.7068,19.5665
Michoacan,2019,11,19.95,21.12,21.52,-101.7068,19.5665
Michoacan,2019,12,20.06,21.15,21.68,-101.7068,19.5665
Michoacan,2020,1,20.14,21.19,21.77,-101.7068,19.5665
Michoacan,2020,2,20.01,20.7,21.33,-101.7068,19.5665
Michoacan,2020,3,18.02,18.88,20.19,-101.7068,19.5665
Michoacan,2020,4,15.38,16.37,19.23,-101.7068,19.5665
Michoacan,2020,5,16.94,17.29,18.76,-101.7068,19.5665
Michoacan,2020,6,18.4,18.51,19.5,-101.7068,19.5665
Michoacan,2020,7,19.21,19.39,20.13,-101.7068,19.5665
Michoacan,2020,8,19.12,19.31,20.12,-101.7068,19.5665
Morelos,2017,1,15.91,17.65,16.97,-99.1013,18.6813
Morelos,2017,2,15.89,17.63,16.96,-99.1013,18.6813
Morelos,2017,3,15.81,17.58,16.85,-99.1013,18.6813
Morelos,2017,4,15.84,17.57,16.78,-99.1013,18.6813
Morelos,2017,5,15.75,17.5,16.66,-99.1013,18.6813
Morelos,2017,6,15.65,17.37,16.49,-99.1013,18.6813
Morelos,2017,7,15.56,17.26,16.37,-99.1013,18.6813
Morelos,2017,8,15.63,17.34,16.43,-99.1013,18.6813
Morelos,2017,9,15.85,17.59,16.68,-99.1013,18.6813
Morelos,2017,10,15.98,17.7,16.86,-99.1013,18.6813
Morelos,2017,11,16.07,17.8,16.98,-99.1013,18.6813
Morelos,2017,12,16.18,17.89,17.1,-99.1013,18.6813
Morelos,2018,1,16.77,18.42,17.69,-99.1013,18.6813
Morelos,2018,2,17.43,18.94,18.41,-99.1013,18.6813
Morelos,2018,3,17.66,19.07,18.65,-99.1013,18.6813
Morelos,2018,4,17.76,19.13,18.74,-99.1013,18.6813
Morelos,2018,5,17.92,19.28,18.89,-99.1013,18.6813
Morelos,2018,6,18.16,19.51,19.12,-99.1013,18.6813
Morelos,2018,7,18.56,19.93,19.5,-99.1013,18.6813
Morelos,2018,8,19.12,20.51,20.02,-99.1013,18.6813
Morelos,2018,9,19.34,20.73,20.29,-99.1013,18.6813
Morelos,2018,10,19.53,20.96,20.61,-99.1013,18.6813
Morelos,2018,11,19.51,20.94,20.79,-99.1013,18.6813
Morelos,2018,12,19.29,20.72,20.68,-99.1013,18.6813
Morelos,2019,1,19.08,20.38,20.67,-99.1013,18.6813
Morelos,2019,2,19.43,20.37,21.39,-99.1013,18.6813
Morelos,2019,3,19.81,20.78,21.63,-99.1013,18.6813
Morelos,2019,4,19.71,20.9,21.49,-99.1013,18.6813
Morelos,2019,5,19.65,20.9,21.41,-99.1013,18.6813
